device,metric1,metric2,metric3,years
Z1F0FAZJ,177076568,5,263095,23
Z1F0FSBY,211612840,5,183629,24
Z1F0G55J,203383944,38,248204,28
Z1F0GB8A,165223696,6,202606,26
Z1F0GE1M,10974672,7,198724,26
Z1F0K451,115057040,7,270701,30
Z1F0KJDS,94107016,8,201168,30
Z1F0KKN4,15385808,6,198368,21
Z1F0KQWF,174662696,12,287488,27
Z1F0KSLS,233749880,66,225505,27
Z1F0KZ3H,124432360,13,192781,30
Z1F0L2VS,37692880,94,222690,30
Z1F0L3BL,232498672,6,280512,20
Z1F0L4J2,133578352,10,208243,24
Z1F0L4S8,69911816,6,206298,24
Z1F0L4T5,223396920,10,318041,23
Z1F0L4Y0,195256848,7,206939,27
Z1F0L55E,20185072,6,202239,27
Z1F0L613,179665920,60,220150,18
Z1F0L6BY,115241136,60,220905,22
Z1F0L6DJ,103826288,63,221287,35
Z1F0L78Z,14359440,6,207888,35
Z1F0L7M8,58333112,6,205914,39
Z1F0L7NS,209313496,7,208163,19
Z1F0L7NZ,76656936,8,206136,19
Z1F0L7PX,106361336,11,282527,19
Z1F0LB4J,69416544,7,281064,26
Z1F0LBBG,162228560,6,291236,26
Z1F0LBT6,202371016,6,201549,19
Z1F0LCDA,42891776,6,195199,19
Z1F0LH2M,207092592,8,429939,24
Z1F0LH7B,88565792,10,433738,28
Z1F0LH7E,142013040,5,200460,28
Z1F0LJTD,146167576,5,205679,24
Z1F0LKBP,76851672,5,149333,24
Z1F0LKEE,167222528,10,446741,43
Z1F0LKMJ,45756944,10,445908,20
Z1F0LKWC,223666032,9,437431,28
Z1F0LKX4,226274208,10,438009,19
Z1F0LL7D,110240048,8,280830,19
Z1F0LLED,30687928,7,281524,19
Z1F0LLFY,86407696,58,220944,27
Z1F0LLKC,2844576,78,222147,27
Z1F0LLKR,94979752,9,442689,27
Z1F0LLPJ,187358800,8,448931,31
Z1F0LLPS,11339536,9,444879,31
Z1F0LLWH,241919512,6,201646,31
Z1F0LM11,182439040,8,281875,35
Z1F0LM6T,108221680,10,450570,25
Z1F0LNQB,185895760,9,438209,24
Z1F0LQGS,19457168,7,283815,32
Z1F0LQMH,100887312,7,206639,23
Z1F0LR8G,40595160,6,201550,23
Z1F0LRLQ,71379872,12,285996,27
Z1F0LSHN,91800440,12,288565,27
Z1F0LSNM,106242608,6,206116,28
Z1F0LSNZ,145094248,6,285136,21
Z1F0LSPT,52972728,7,283025,23
Z1F0LSQ2,7448416,6,201620,27
Z1F0LSQ4,66684936,7,292880,31
Z1F0LSXW,238393256,7,281208,29
Z1F0LT0S,36951504,6,293663,21
Z1F0LT3Y,105048768,9,434966,24
Z1F0LT4K,218479840,6,197034,26
Z1F0LT6P,189489448,7,175692,26
Z1F0LT6Z,93546344,5,194319,26
Z1F0LTAV,160349936,22,164663,18
Z1F0LV8X,35724040,7,294637,18
Z1F0LV93,72558920,9,446342,21
Z1F0LVEM,77657544,57,220980,24
Z1F0LVGY,138681096,7,295077,28
Z1F0LVL5,225953960,10,448538,
Z1F0LVPW,231538528,7,281204,21
Z1F0M0TV,17881488,22,203056,25
Z1F0M0XP,12393136,10,289868,28
Z1F0M7QD,19455520,15,193693,28
Z1F0MA1S,159887976,7,198362,24
Z1F0MBGF,164266688,57,220860,24
Z1F0MCCA,91756944,12,308952,24
Z1F0MM43,124109544,15,249891,23
Z1F0MP8Q,60929304,6,238712,23
Z1F0MQJ2,200665408,17,195470,27
Z1F0MR6M,72556840,13,285246,27
Z1F0MRPJ,1262152,8,200486,27
Z1F0MSSJ,87245384,11,287702,31
Z1F0MTFT,100649360,12,248680,24
Z1F0MWE7,225717128,13,286927,23
Z1F0MXFY,9148080,10,220210,23
Z1F0MYCF,214600584,10,287958,23
Z1F0MYEL,67437808,36,250324,26
Z1F0N11J,49989512,15,196438,26
Z1F0N2WV,191409304,20,194981,21
Z1F0N5AD,198724944,68,220716,25
Z1F0N7VR,187981912,9,218812,26
Z1F0N8QM,42026352,3,198052,32
Z1F0NVZA,111851952,10,186710,
Z1F0P16F,85495000,7,266644,
Z1F0P5D9,167759552,29,246850,36
Z1F0PSHD,3348304,36,247727,24
Z1F0Q8RT,72500248,8,185313,24
Z1F0Q9H0,119489288,31,248352,27
Z1F0QGSE,54796840,30,250292,25
Z1F0QGWP,46652472,12,249935,27
Z1F0QH0C,148618256,7,200965,19
Z1F0QH7R,181285936,12,288475,19
Z1F0QHG2,235964352,22,195979,19
Z1F0QK05,132084392,8,198996,19
Z1F0QK7Z,46038352,20,170180,19
Z1F0QKA2,44234096,20,171193,20
Z1F0QKEW,124759568,20,202241,20
Z1F0QKGH,128625680,13,248183,24
Z1F0QKMV,79340224,10,286434,20
Z1F0QL3N,219766928,9,202585,20
Z1F0QLC1,90497888,7,199378,23
Z1F0QLC7,111669312,64,185802,23
Z1F0QQ5F,117195752,12,285003,21
Z1F0QSB1,38878920,20,200415,23
Z1F0QZJB,233442496,10,285893,25
Z1F0R8FZ,473552,13,171478,29
Z1F0R8QZ,171993224,95,224587,33
Z1F0R9TM,154729680,19,196698,38
Z1F0RGNJ,116662528,20,197144,22
Z1F0RGQV,237181432,89,215939,23
Z1F0RL5B,156672160,14,173050,23
Z1F0VJ8V,155179072,15,40,23
Z1F0VNSW,22970680,5,190009,17
Z1F0W23J,9882736,8,407764,17
Z1F0WPTF,209411288,10,34,17
Z1F0WVLC,243773200,5,155008,21
Z1F0ZCPW,21533112,8,163844,21
Z1F118C9,228703640,5,228184,21
Z1F11B2R,74228576,5,330142,25
Z1F11BHF,150212696,5,213041,25
Z1F11RAE,169645832,8,236703,25
Z1F11SL0,204397504,8,177518,28
Z1F11SYE,81160776,7,184360,30
Z1F130LH,117543424,24,237355,27
Z1F1473X,4245048,8,225800,27
Z1F1479Y,128614384,8,186000,27
Z1F147WQ,207393816,8,155964,21
Z1F148T1,176104384,8,183748,21
Z1F14BGY,67815888,8,191188,17
Z1F14F5V,35941720,8,210669,17
Z1F14Z4F,140714752,8,205129,21
Z1F151C1,152175008,7,247669,25
Z1F156MQ,130659680,2,163781,25
Z1F15HYM,220583072,7,212918,24
Z1F15VY4,127263568,4,201823,27
Z1F161QC,234934712,4,241488,41
Z1F1632F,233038072,4,238571,22
Z1F1652D,74433912,8,192805,28
Z1F1653X,176082712,8,173908,23
Z1F16BR1,144149856,6,155241,23
Z1F16G31,227691584,4,373005,23
Z1F16LDN,151764408,8,226859,23
Z1F17XPD,35982584,2,199787,26
Z1F17YTD,221668296,3,200264,30
Z1F17Z3N,91917968,1,175162,21
Z1F17ZCN,185184840,3,194554,25
Z1F18YB3,218714480,8,229033,27
Z1F18YST,70145256,8,210406,27
Z1F1901P,35514240,8,223434,27
Z1F19ENW,222693624,6,19,31
Z1F19KMH,147028528,14,43,31
Z1F19QH0,96595552,15,44,32
Z1F19QM3,227257576,7,95477,25
Z1F19TP2,97698248,9,27,34
Z1F19TVX,45062024,11,88839,23
Z1F19VF5,215428544,9,217,27
Z1F1A0CJ,204765784,7,274527,25
Z1F1A0LM,15612968,7,231655,30
Z1F1A0RP,243835032,7,182561,24
Z1F1A1HH,240843984,7,210574,21
Z1F1A7MG,124931032,7,94924,21
Z1F1A83K,55305920,11,27,28
Z1F1AD0M,158841984,21,220474,32
Z1F1AF54,133410440,7,19,20
Z1F1AFF2,53014232,12,36,24
Z1F1AFT5,115439712,7,20,24
Z1F1AG5N,68106024,6,19,24
Z1F1AGLA,71548288,8,239622,24
Z1F1AGN5,171439512,8,272365,28
Z1F1AGW1,191913592,7,281136,28
Z1F1B6H4,1854752,7,18,28
Z1F1B6NP,211276880,11,28,19
Z1F1B799,150579744,14,42,19
Z1F1CZ35,70983376,7,211048,19
Z1F1FCH5,83514392,7,216097,23
Z1F1FZ9J,224684888,5,206808,23
Z1F1HEQR,109601712,4,164891,27
Z1F1HSWK,208877824,5,359637,27
Z1F1Q9BD,148992440,7,225765,23
Z1F1R76A,239599544,6,316326,24
Z1F1RE71,241454264,3,184247,47
Z1F1RJFA,19244360,4,313929,22
Z1F1VMZB,70062704,5,187877,21
Z1F1VQFY,41152944,6,225283,28
Z1F26YZB,214635632,1,272889,28
Z1F282ZV,180654304,1,172894,28
Z1F2PBHX,148229136,4,148008,25
S1F01085,124017368,6,407438,29
S1F0166B,77681360,6,403174,33
S1F01E6Y,214317232,12,240021,24
S1F01JE0,235562856,6,410186,24
S1F01R2B,196415520,15,313173,22
S1F01TD5,17536624,6,413535,21
S1F01XDJ,27064120,8,405205,24
S1F023H2,182358672,19,496974,24
S1F02A0J,53868456,14,311869,30
S1F02DZ2,221329920,9,407905,24
S1F02EVN,182749064,7,388146,28
S1F02L38,24412680,2,217933,20
S1F02MGA,133464400,6,399288,24
S1F02P76,15483344,11,301679,22
S1F02VAX,167108304,3,380496,22
S1F02WFT,104310456,11,249515,22
S1F0318A,32951856,9,394890,22
S1F0322R,54053048,9,411399,24
S1F0330P,138516640,14,297284,24
S1F035SJ,148363952,9,389730,24
S1F0377V,194038664,14,321308,28
S1F039FE,90313616,4,394782,28
S1F03RV3,216335112,8,260726,28
S1F03YZM,95736464,7,201873,32
S1F044ET,196733608,5,229360,32
S1F049RX,187201264,7,395719,32
S1F04DH8,64870888,16,324354,21
S1F04KSC,189393960,3,339205,21
S1F04MVQ,14139600,4,367145,24
S1F04R7Y,203255592,7,398672,24
S1F04TS4,39254128,6,385366,24
S1F04Y6C,114423432,3,388821,28
S1F059G0,77660352,3,399158,21
S1F05AFP,25326760,3,378044,22
S1F05B1Q,112806256,4,387410,18
S1F05NAJ,167612448,4,338909,18
S1F05P51,221934072,5,333298,22
S1F05P5Z,11159752,4,333899,22
S1F06E04,46619264,5,375985,22
S1F06F7K,151480584,4,383073,22
S1F06R6W,206063192,2,397732,22
S1F06ZX2,159604104,9,406495,26
S1F08R94,226219112,4,327859,26
S1F08S38,78508376,4,336073,26
S1F09DZQ,54642352,6,382106,30
S1F09MAK,52282144,3,306534,30
S1F09MSM,192586632,3,340559,30
S1F0A1PX,74769000,4,333209,30
S1F0A1VP,12658424,4,340029,34
S1F0AADQ,1924552,7,382944,34
S1F0AEFT,243023248,9,394796,34
S1F0B3XA,171587472,4,344135,34
S1F0B5QJ,232841832,4,257578,25
S1F0BN0S,207522224,4,318245,24
S1F0BQZK,65640232,4,334435,26
S1F0BVK1,178435448,5,238382,30
S1F0BWZ3,171674816,7,354416,34
S1F0C95J,184907224,5,231103,29
S1F0CE60,159217120,6,216326,24
S1F0CSBR,165150888,4,305643,24
S1F0CSRZ,50979736,4,332141,18
S1F0CT09,102495384,4,336359,18
S1F0CT4F,37433824,4,352941,17
S1F0CTDN,91492168,9,383713,21
S1F0CTDY,74367848,4,339425,21
S1F0CTRL,110518016,4,343269,26
S1F0CVDS,73377016,4,347107,26
S1F0CVRM,36751520,4,335414,23
S1F0CVWK,13175032,7,352024,21
S1F0CVY5,191752088,5,318343,21
S1F0CWHW,223632536,4,322622,27
S1F0CWKN,168921632,4,340626,27
S1F0CWXJ,168992760,4,287529,27
S1F0DKAN,19179256,6,260114,35
S1F0DSTY,51202560,11,439310,20
S1F0E9EP,147004000,8,199248,20
S1F0EEP2,175108024,13,244058,24
S1F0EGMT,122352696,9,199062,24
S1F0EGSH,74993168,11,219513,24
S1F0F4EB,35784672,9,202876,19
S1F0F4G4,9390384,10,288566,19
S1F0FGBQ,61639368,9,172877,19
S1F0FP0C,209947208,9,202245,23
S1F0FVBE,17773448,14,290713,23
S1F0FW8K,193424256,92,222191,23
S1F0FZ8F,169248632,7,198994,26
S1F0G0XX,241321272,12,289530,24
S1F0G9ZF,45518792,70,222801,24
S1F0GCED,33425408,8,203621,23
S1F0GG8X,75219816,11,190164,23
S1F0GGJD,45423392,62,196100,23
S1F0GGPP,223465088,9,202069,29
S1F0GHJ1,87833816,58,222753,29
S1F0GJL9,99660608,63,224929,29
S1F0GJW3,159779672,8,203905,29
S1F0GKFX,156178448,65,225879,29
S1F0GKL6,37035168,90,224128,33
S1F0GPFZ,92439640,8,197875,33
S1F0GPXY,62578984,8,198896,33
S1F0GQCL,158137432,92,220301,33
S1F0GRB1,187124736,67,224701,20
S1F0GSD9,39198232,11,200290,20
S1F0GSHB,201686832,91,226721,20
S1F0GV0W,213900856,95,224506,24
S1F0H6JG,132629824,7,195662,24
S1F0H6JJ,191583072,32,252564,24
S1F0HWXJ,227598208,6,208328,24
S1F0J5JH,99827008,7,202936,24
S1F0JD7P,61974552,58,226987,28
S1F0JGJV,132216728,7,198200,28
S1F0JMRJ,149823064,39,257291,28
S1F0KY6R,170245456,14,287423,28
S1F0KYCR,221716600,9,201344,20
S1F0KZJJ,98430952,36,250077,20
S1F0L0DW,7922768,7,284659,20
S1F0L11K,717600,6,208447,20
S1F0LBMG,10031192,7,284170,24
S1F0LBY2,172527248,11,447300,24
S1F0LC06,9829984,6,209139,24
S1F0LCKH,237703424,11,450905,24
S1F0LCQX,81690248,7,282720,28
S1F0LCS6,18407896,17,219974,28
S1F0LCSV,158070648,6,181796,28
S1F0LCTV,14044072,11,449697,28
S1F0LCVC,215071976,8,206693,32
S1F0LD15,185697360,6,284506,32
S1F0LD2C,211304664,12,439145,32
S1F0LD73,243597120,6,283491,32
S1F0LDB5,162451256,15,182232,36
S1F0LDED,207798608,7,202440,36
S1F0LDKM,149028008,7,209040,36
S1F0LDLW,102565088,7,209014,21
S1F0LE2X,6146264,16,196011,21
S1F0LEBM,193666432,5,203455,22
S1F0LHH2,163994472,8,201252,26
S1F0LL2X,9146472,6,209236,30
S1F0LLKM,68405456,11,200435,25
S1F0LQDQ,211715736,8,205027,25
S1F0LR01,161551448,9,169543,25
S1F0M2PQ,25338952,60,226429,25
S1F0MBV5,169720392,4,344441,29
S1F0P1K7,186379744,2,245665,29
S1F0P2B4,57753472,4,251946,29
S1F0P3G2,90052720,8,243829,22
S1F0PEVC,211585328,6,218343,26
S1F0PF59,80136296,6,246606,28
S1F0PF5Q,103459616,12,246886,28
S1F0PG6Z,147251544,10,200877,26
S1F0PGHQ,215129032,6,243995,26
S1F0PGZ6,172613328,5,246410,35
S1F0PJAJ,10861168,12,249228,20
S1F0PJJW,235927232,6,241874,20
S1F0PJZP,660440,12,243748,23
S1F0PK2J,207372296,6,251720,23
S1F0PK70,57441504,7,214737,23
S1F0PL0R,125932440,6,223202,24
S1F0PL7D,162856328,6,243675,24
S1F0PLEL,34817704,7,220061,28
S1F0PXZL,220992744,8,380445,26
S1F0QF3R,129488328,12,203124,26
S1F0QWEQ,188277040,9,220023,26
S1F0QWGA,42801744,6,201423,30
S1F0QWGD,203905656,17,219413,30
S1F0QWPP,190269336,8,191439,20
S1F0QWV6,160024352,8,185511,20
S1F0QWWF,221980680,6,222512,17
S1F0QWYG,79375936,6,196719,21
S1F0QWZP,222243384,12,204114,25
S1F0QX41,1440920,17,220399,25
S1F0QX4C,86061816,12,186431,25
S1F0QXCB,88264200,8,201507,25
S1F0QXDD,191337960,8,188222,29
S1F0QXDQ,176621624,6,190378,41
S1F0QXM0,110362680,9,175469,28
S1F0QXNB,223330984,16,220025,32
S1F0QXRG,61642392,12,163552,18
S1F0QXTJ,179849912,17,217890,21
S1F0QXVD,91531120,6,220358,
S1F0QXXH,85431480,13,218778,23
S1F0QXYA,114652648,13,186515,23
S1F0QXZS,220300096,9,191274,23
S1F0QY05,174966976,10,220123,27
S1F0QY0Q,38373648,5,211924,27
S1F0QY11,56076040,7,210275,27
S1F0QY1C,126424512,11,251590,
S1F0QY71,141469520,13,219181,24
S1F0QY8S,28118320,11,191625,17
S1F0QYBJ,75280664,8,197503,17
S1F0QYJX,60516064,5,251330,17
S1F0QYLA,208686664,5,243700,21
S1F0QYMX,127812624,5,251174,21
S1F0QYND,96163808,6,251030,25
S1F0QYPA,229791880,8,185633,25
S1F0QYRB,197756496,10,211587,25
S1F0QYRS,188675960,11,218626,25
S1F0QYX3,182168224,16,219577,25
S1F0QYX4,69906368,8,189751,29
S1F0QYYB,5056664,11,247683,29
S1F0QZ0P,135927624,16,217411,29
S1F0QZSF,195250232,9,190677,23
S1F0QZXV,161118856,7,201766,23
S1F0QZYJ,202595320,11,251187,23
S1F0R0JT,118919456,17,218640,27
S1F0R0PX,48746104,12,219091,27
S1F0R12B,168624856,6,218162,27
S1F0R12Y,162353504,9,218320,27
S1F0R15Y,152238696,6,223007,31
S1F0R1GK,160301968,17,217588,31
S1F0R20R,194702144,10,218252,31
S1F0R2CW,120596552,9,219881,31
S1F0R2KW,232551264,8,220133,31
S1F0R2RJ,242710736,9,184665,24
S1F0R2S6,126704328,8,189308,24
S1F0R2SV,78246392,13,220572,28
S1F0R2VP,131159952,12,223646,32
S1F0R2VR,35039360,6,190174,19
S1F0R37Q,134529832,7,191085,16
S1F0R3FB,161031968,6,222462,16
S1F0R3JV,41102520,6,200292,16
S1F0R3LG,13960176,6,218529,20
S1F0R3N9,48777320,16,219047,24
S1F0R4JP,157664248,16,209646,24
S1F0R4JY,68308688,7,388778,28
S1F0R4Q8,86654304,6,196576,28
S1F0R4YC,214918296,11,216368,28
S1F0RG6V,223796168,8,186470,28
S1F0RKT7,70371392,9,334400,32
S1F0RM77,166559320,11,201753,19
S1F0RQLR,202711024,7,245823,21
S1F0RR0C,1523560,12,312015,19
S1F0RR2E,181092872,8,249787,31
S1F0RR35,235020880,12,265227,28
S1F0RR5M,203827912,10,193540,18
S1F0RR69,37629760,10,327793,18
S1F0RR7L,228394808,13,245256,18
S1F0RRB1,26258330,8,39267,22
S1F0RRDW,29255280,8,244580,22
S1F0RREN,92192608,11,201324,22
S1F0RRXY,107713640,6,385044,
S1F0RS3B,8823256,7,248811,
S1F0RS72,15605952,8,264630,
S1F0RS81,156719552,13,248834,17
S1F0RSDT,133629240,8,194458,21
S1F0RSER,223731752,7,300350,28
S1F0RSFT,158640304,12,181454,19
S1F0RSG7,58395728,12,306434,19
S1F0RSML,211469792,13,383682,19
S1F0RSMR,226459352,9,245631,21
S1F0RSWJ,132286456,12,250690,21
S1F0RSXC,210727520,8,141203,21
S1F0RSZP,122315120,13,246718,25
S1F0RSZZ,16015672,12,194618,25
S1F0RTQV,73649320,10,388954,22
S1F0RV6Z,133338840,7,385272,22
S1F0RVG8,6084464,6,299865,22
S1F0RVVR,27066416,7,180778,26
S1F0S02A,175513176,7,244565,26
S1F0S0NC,4404448,7,193019,22
S1F0S1QK,114547368,7,384650,22
S1F0S2WJ,135644688,14,246726,29
S1F0S30R,154761392,13,236817,20
S1F0S33G,139967928,11,174643,23
S1F0S34C,68534600,13,201846,39
S1F0S34Q,25197448,13,195735,21
S1F0S351,28690536,8,249901,25
S1F0S363,197997584,11,387198,29
S1F0S382,241244664,13,245884,22
S1F0S387,222425776,12,245891,22
S1F0S3A3,228426664,6,191243,22
S1F0S3CR,216535496,7,382323,22
S1F0S3DF,84593672,8,190882,22
S1F0S454,199954760,6,383967,25
S1F0S49E,158080568,8,246259,25
S1F0S4CA,27996520,12,190508,25
S1F0S4EG,66298160,6,239405,29
S1F0S4G4,145544400,7,192396,25
S1F0S4GB,123511480,6,383380,25
S1F0S4MG,225515560,13,242389,25
S1F0S4QZ,169379840,7,331634,25
S1F0S4T6,110604088,9,246244,25
S1F0S4WV,149427408,10,193835,25
S1F0S4Y9,219567760,10,184060,23
S1F0S517,117723912,8,217257,19
S1F0S52H,17412096,12,264674,23
S1F0S537,225597992,8,246988,18
S1F0S561,187088544,13,237580,26
S1F0S57T,100680824,7,244766,30
S1F0S58D,96986288,12,200656,30
S1F0S5B2,85025224,8,299506,30
S1F0S5CE,241253528,9,264661,30
S1F0S5E9,84149472,14,243995,30
S1F0S5F0,133120584,12,243638,34
S1F0S5LP,147805336,8,246257,34
S1F0S5NE,96473040,7,304934,34
S1F0S5SR,33413968,7,211825,34
S1F0S5VX,116745736,8,190810,24
S1F0S5WJ,193896928,8,141568,24
S1F0S5YZ,54480352,9,237000,24
S1F0S613,99572360,9,193505,26
S1F0S62V,20318984,8,385663,24
S1F0S62Z,170731712,11,388823,15
S1F0S63A,80814472,6,223929,15
S1F0S649,139931968,11,246724,15
S1F0S65X,142341664,8,245888,17
S1F0S66R,203476656,13,237283,21
S1F0S68M,244131712,11,202280,21
S1F0S6AB,114411592,14,245002,21
S1F0S6B7,134699504,11,192272,25
S1F0S6EY,180781464,11,264774,19
S1F0S6FZ,124968360,8,245452,22
S1F0S6GZ,117784472,12,246792,26
S1F0S6HH,41106896,8,299007,24
S1F0S6L1,112834160,7,382888,26
S1F0S6VR,17369056,7,236525,30
S1F0S70T,114403560,9,244613,17
S1F0S7B7,163495280,13,303484,17
S1F0S7DN,142820480,8,300580,25
S1F0SAB1,194366256,13,219825,25
S1F0SAB3,111228096,9,190542,25
S1F0SAC1,126513800,6,191688,20
S1F0SBBW,236752832,10,190570,21
S1F0SBCL,169273960,12,190252,19
S1F0SBF5,86294320,6,200376,23
S1F0SBHA,220914736,12,243570,23
S1F0SBJA,222124896,11,243886,22
S1F0SBLG,4246064,7,191935,24
S1F0SBXC,243337544,17,219794,24
S1F0SC17,121683008,12,218306,22
S1F0SCHE,185604600,6,190935,20
S1F0SCPM,136678104,7,196789,25
S1F0SCT6,86425872,16,219685,20
S1F0T1AC,166390840,9,235981,24
S1F0T1BB,92659792,8,303580,32
S1F0T1K8,51481440,7,250318,20
S1F0T22E,125439272,11,380986,20
S1F0T24J,47068304,12,212092,30
S1F0T29K,124170160,7,260371,23
S1F0T2FN,135650440,8,244389,23
S1F0T2LA,205069592,10,250270,27
S1F0TBK9,42264936,13,246889,27
S1F0TCGQ,161220840,8,234943,19
S1F0TD9A,79772144,11,261553,23
S1F0TKSC,104644344,8,383457,23
S1F0TKW7,134886536,12,248841,23
S1F0TMLM,223880712,9,382621,21
S1F0TMRF,238097256,11,248795,21
S1F0TN84,44104792,7,387765,21
S1F0TNAB,222085096,9,381659,25
S1F0TND9,142984136,7,389189,25
S1F0TNNA,117591760,8,387806,28
S1F0TNSA,63244424,11,245385,36
S1F0TNW4,88110816,10,242570,23
S1F0TNYF,154996096,9,380944,23
S1F0TP5E,30681304,10,266394,23
S1F0TP6E,34492104,7,306899,27
S1F0TP75,85365928,10,194393,27
S1F0TP82,240225400,8,241766,27
S1F0TP8F,172444608,12,306869,21
S1F0TPH4,44868032,13,204095,21
S1F0TPJC,158633104,12,249938,21
S1F0TPK1,59662800,11,190011,21
S1F0TPMF,118924968,6,249602,21
S1F0TPS0,107579608,5,386724,25
S1F0TPYB,135685160,8,380544,29
S1F0TQ7S,137860488,7,381883,29
S1F0TQ9G,106485800,10,299544,29
S1F0TQCF,20435192,7,382327,23
S1F0TQCV,211087312,8,296396,22
S1F0TQEJ,7465440,6,381533,22
S1F0TQJ4,134570960,8,243672,22
S1F0TQLY,64709720,8,193450,24
S1F0TQNP,23364816,7,245325,24
S1F0TQP1,118746984,12,263585,24
S1F0TQQ1,48771392,12,259086,28
S1F0TQR9,25545336,11,195554,28
S1F0TQTF,81287912,12,245374,28
S1F0TQTH,154864032,9,381853,21
S1F0VE11,94694368,10,192581,21
S1F0VE35,230204024,8,249599,21
S1F0W45F,44547920,9,398693,22
S1F0WWHD,207623752,7,200170,22
S1F0X4RC,168987168,11,189269,26
S1F0XMNV,20281896,7,25,23
S1F0Y4H6,219980112,5,202286,25
S1F0Y6BM,124016416,8,189037,24
S1F0Y8MA,191531536,8,187349,23
S1F0YX6Z,93709608,8,188761,23
S1F100R5,65817264,7,231527,27
S1F101MC,113046296,10,201983,24
S1F101SP,212775192,8,201746,32
S1F1021H,218209008,11,227852,23
S1F102L8,28015840,6,176474,24
S1F1073Z,55184432,24,237172,24
S1F10AS0,93483328,10,411293,24
S1F10BNL,64736528,14,318194,27
S1F10BRH,177690704,10,201724,24
S1F10D0P,145580024,9,407008,21
S1F10E6M,147840840,7,202433,22
S1F10EBC,235944080,7,199536,22
S1F10FDX,123206848,11,202858,34
S1F10FF0,227249968,8,223672,34
S1F10FFZ,136283584,8,275746,26
S1F10FZB,180457128,16,320665,23
S1F10GDQ,75037176,7,198518,21
S1F10GSG,71939176,9,203693,25
S1F10HH5,178499896,9,400860,29
S1F10JL3,92838456,24,236987,25
S1F10NDB,220557992,8,201273,19
S1F10NM6,3928568,14,322400,19
S1F10P0S,231882072,7,400958,19
S1F10PED,11286960,5,187679,19
S1F10QDG,209486056,5,212185,21
S1F10QG6,160753904,6,203164,19
S1F10QH3,170938840,6,226536,19
S1F10QL8,40418856,6,188288,23
S1F10RKC,231504720,12,232194,23
S1F10RWZ,113473688,11,229940,23
S1F10V1N,95519792,10,403981,27
S1F10VJH,29529696,11,220310,27
S1F10VP8,145875304,25,200008,27
S1F114QM,210569256,9,405376,31
S1F114QR,69741280,9,264447,31
S1F115Z6,10544120,11,238575,31
S1F1162D,180522496,7,224340,33
S1F116H4,85350400,9,203239,33
S1F116J4,108461960,18,320395,33
S1F117PK,173307792,12,200013,33
S1F118JP,101907920,7,187443,37
S1F119X9,105595976,8,275230,37
S1F11A9R,186110664,23,229463,37
S1F11AK8,18852168,11,231400,23
S1F11AXR,171561584,11,202252,23
S1F11B1E,111650416,11,221359,23
S1F11C16,92287632,8,209811,25
S1F11CJC,155570024,13,229604,25
S1F11DBJ,224764408,12,231776,25
S1F11ETS,78389672,11,202728,29
S1F11G2C,118217208,16,315742,29
S1F11GG5,209649656,7,203446,29
S1F11K34,145018616,14,318523,26
S1F11KAY,108065640,5,201558,15
S1F11KQW,164028592,6,201059,15
S1F11L11,63878504,9,408326,15
S1F11MB0,100757160,5,198441,19
S1F11MT9,22612168,6,203233,23
S1F11S2Q,159262240,7,200752,24
S1F11S5B,2140216,11,187234,24
S1F11WEH,210195176,8,203498,24
S1F11XDA,48388424,10,188035,28
S1F11Y4K,37134096,14,309327,23
S1F11YHR,114662824,7,203790,20
S1F121LH,151980872,9,187803,24
S1F122HQ,47309096,11,188581,26
S1F122KD,200005000,8,223161,30
S1F12788,193773552,11,190520,19
S1F12XGM,73980560,8,233826,19
S1F12XJ4,179970824,14,221319,23
S1F12Y53,151340536,8,183399,25
S1F12ZAS,11702736,10,224711,27
S1F12ZQB,53947664,12,236069,
S1F12ZQN,98453616,7,200504,
S1F12ZRR,89963264,8,231976,
S1F12ZSD,152318848,13,220970,20
S1F12ZZ2,152700720,11,231506,24
S1F130GX,166126248,11,230244,24
S1F130JB,115159904,9,188196,23
S1F1318D,44656816,13,89384,27
S1F131F6,218685736,8,211196,31
S1F1327G,150783304,11,285129,35
S1F132A5,214191752,11,228391,35
S1F133YJ,210808920,13,229229,27
S1F13432,214822072,8,213469,31
S1F134QM,222439352,12,231087,21
S1F13589,197536320,16,312614,25
S1F1358N,99310280,24,227862,25
S1F1359T,237793112,9,406581,22
S1F135BR,62258856,16,319477,16
S1F135CE,198921240,11,403511,16
S1F135D3,132721384,12,230652,20
S1F135DG,184576616,11,200052,20
S1F135DN,190203520,10,406498,20
S1F135F0,221728752,9,240156,16
S1F135F2,209877520,7,198647,16
S1F135F3,233474808,14,319682,24
S1F135GA,101748168,8,187626,24
S1F135QH,178900120,13,406638,24
S1F135SZ,92643728,9,211053,24
S1F135TN,207128408,14,309775,26
S1F135WP,127076008,11,189787,26
S1F1360P,101226480,13,230931,26
S1F1360W,241981664,10,398769,38
S1F13619,4117080,9,186063,21
S1F13635,119180928,24,237675,25
S1F1364P,166145392,12,221436,23
S1F1365W,134354632,11,188105,23
S1F1368E,234639392,9,401872,27
S1F13699,14558000,7,199996,27
S1F136A5,176138600,12,188453,27
S1F136BS,152435784,9,203082,29
S1F136FG,65110320,12,225644,29
S1F136J0,29281832,16,315035,29
S1F136JY,156286264,9,277010,33
S1F136KG,115857368,11,236608,33
S1F136KJ,216118248,11,196282,26
S1F13B32,241823592,24,228416,26
